;Date received;Product;Sub-product;Company;State;Submitted via;Timely response?;Consumer disputed?
363082;09/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Aargon Agency, Inc.;FL;Web;Yes;No
363096;09/22/2015;Student loan;Non-federal student loan;LendKey Technologies, Inc.;WV;Web;Yes;No
363146;09/28/2015;Debt collection;Medical;The TRAF Group;DE;Web;Yes;No
363160;09/28/2015;Debt collection;Medical;Herbert P. Sears Co., Inc.;MT;Web;Yes;Yes
363228;09/23/2015;Debt collection;Medical;Stallings Financial Group, Inc.;GA;Web;Yes;No
363401;12/21/2016;Debt collection;Medical;Choice Recovery, Inc.;NC;Web;Yes;No
363423;09/18/2015;Debt collection;Medical;Professional Recovery Management;TN;Web;Yes;No
363424;09/18/2015;Payday loan;Payday loan;Enova International, Inc.;CA;Web;Yes;No
363428;10/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;DC;Web;Yes;No
363511;09/23/2015;Debt collection;Medical;PDQ Services, Inc.;GA;Web;Yes;Yes
363559;09/23/2015;Debt collection;Medical;American Collections Enterprise, Inc.;WV;Web;Yes;Yes
363601;10/14/2015;Payday loan;Payday loan;BlueChip Financial;FL;Web;Yes;No
363658;09/23/2015;Debt collection;I do not know;Meridian Financial Services, Inc.;NC;Web;Yes;No
363669;10/02/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;PA;Web;Yes;No
363730;09/23/2015;Debt collection;Credit card;Citibank;MA;Web;Yes;Yes
363854;10/03/2015;Debt collection;Credit card;Citibank;TN;Web;Yes;No
364010;10/04/2015;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;NJ;Web;Yes;No
364030;10/04/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;NC;Web;Yes;No
364062;10/22/2015;Debt collection;I do not know;Rausch, Sturm, Israel, Enerson & Hornik, LLC;MT;Web;Yes;No
364103;10/22/2015;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;Yes;Yes
364482;10/08/2015;Payday loan;Payday loan;Advance America, Cash Advance Centers, Inc.;TX;Web;Yes;No
364750;09/30/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;TN;Web;Yes;No
365067;10/15/2015;Debt collection;Auto;Byrider Franchising, LLC;TX;Web;Yes;No
365327;10/20/2015;Debt collection;Mortgage;Wells Fargo & Company;NY;Web;Yes;Yes
365419;10/06/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;GA;Web;Yes;Yes
365492;10/15/2015;Debt collection;Medical;Holloway Credit Solutions;FL;Web;Yes;Yes
365495;10/09/2015;Debt collection;Other (i.e. phone, health club, etc.);Receivables Performance Management LLC;CA;Web;Yes;No
365504;10/24/2015;Debt collection;Other (i.e. phone, health club, etc.);Valentine and Kebartas, Inc.;OH;Web;Yes;Yes
365601;10/09/2015;Student loan;Non-federal student loan;Wells Fargo & Company;NY;Web;Yes;No
365879;10/10/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;CA;Web;Yes;No
365915;10/10/2015;Debt collection;Medical;Rash Curtis and Associates;CA;Web;Yes;No
365946;10/21/2015;Debt collection;Other (i.e. phone, health club, etc.);Portland Credit Inc;OR;Web;Yes;Yes
365999;10/29/2015;Debt collection;Non-federal student loan;Allied Interstate LLC;TX;Web;Yes;No
366057;10/26/2015;Debt collection;Other (i.e. phone, health club, etc.);Machol & Johannes, LLC;CO;Web;Yes;No
366063;10/21/2015;Payday loan;Payday loan;BlueChip Financial;LA;Web;Yes;No
366225;10/27/2015;Debt collection;I do not know;Financial Business and Consumer Solutions.;CA;Web;Yes;No
366488;10/22/2015;Debt collection;I do not know;Receivables Performance Management LLC;AZ;Web;Yes;No
366525;10/30/2015;Student loan;Non-federal student loan;Wells Fargo & Company;TX;Web;Yes;No
366571;10/27/2015;Debt collection;Credit card;United Collection Bureau, Inc.;MA;Web;Yes;No
366572;10/22/2015;Debt collection;I do not know;United Collection Bureau, Inc.;NJ;Web;Yes;No
366592;11/04/2015;Debt collection;Federal student loan;Account Control Technology, Inc.;DE;Web;Yes;Yes
366687;10/30/2015;Debt collection;Other (i.e. phone, health club, etc.);Receivables Performance Management LLC;TX;Web;Yes;No
366759;11/19/2015;Debt collection;Medical;Radius Global Solutions LLC;TN;Web;Yes;No
366799;11/19/2015;Debt collection;Credit card;SquareTwo Financial Corporation;GA;Web;Yes;No
366835;11/19/2015;Debt collection;Credit card;ZENCO COLLECTION, LLC;NJ;Web;Yes;No
366977;11/10/2015;Debt collection;Auto;Westlake Services, LLC;SC;Web;Yes;Yes
367000;11/19/2015;Debt collection;I do not know;ERC;TN;Web;Yes;No
367020;10/18/2015;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;DC;Web;Yes;Yes
367245;10/19/2015;Debt collection;Credit card;J.A. Cambece Law Office, P.C.;MA;Web;Yes;Yes
367246;11/05/2015;Debt collection;Medical;Kings Credit Services;HI;Web;Yes;No
367423;11/05/2015;Debt collection;I do not know;N.A.R., Inc.;TN;Web;Yes;No
367642;11/20/2015;Debt collection;Medical;Professional Recovery Management;HI;Web;No;No
367659;11/16/2015;Debt collection;Other (i.e. phone, health club, etc.);Stellar Recovery Inc.;OR;Web;Yes;No
367773;10/27/2015;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;Yes;No
368059;11/11/2015;Debt collection;I do not know;NCC Business Services, Inc.;TX;Web;Yes;No
368304;11/26/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;CA;Web;Yes;No
368420;11/27/2015;Debt collection;Credit card;Citibank;NV;Web;Yes;Yes
368491;11/02/2015;Debt collection;Federal student loan;Citibank;MD;Web;Yes;No
368781;11/21/2015;Debt collection;Credit card;Citibank;FL;Web;Yes;No
369141;11/28/2015;Debt collection;I do not know;Focus Holding Company;IL;Web;Yes;No
369670;11/09/2015;Debt collection;Payday loan;Zenith Financial Network Inc;CA;Web;Yes;Yes
369722;11/18/2015;Debt collection;Credit card;Coastline Financial Resources, LLC;IL;Web;Yes;No
369753;11/13/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;KY;Web;Yes;No
369897;11/23/2015;Debt collection;Auto;Wells Fargo & Company;IL;Web;Yes;Yes
370076;11/18/2015;Debt collection;Medical;GLA Collection Company, Inc.;KY;Web;Yes;Yes
370123;12/04/2015;Debt collection;Other (i.e. phone, health club, etc.);Focus Holding Company;ID;Web;Yes;No
370155;12/09/2015;Debt collection;Other (i.e. phone, health club, etc.);Penn Credit Corporation;VA;Web;Yes;No
370334;11/19/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;WA;Web;Yes;No
370361;12/10/2015;Debt collection;Medical;First Federal Credit Control;FL;Web;No;No
370940;12/16/2015;Debt collection;Medical;Retrieval-Masters Creditors Bureau, Inc.;WI;Web;Yes;No
370966;12/11/2015;Debt collection;I do not know;Select Portfolio Servicing, Inc;MS;Web;Yes;No
371106;12/01/2015;Debt collection;Other (i.e. phone, health club, etc.);Portland Credit Inc;OR;Web;Yes;Yes
371109;12/11/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;NC;Web;Yes;No
371242;12/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Constar Financial Services, LLC;SC;Web;Yes;Yes
371277;12/17/2015;Debt collection;Medical;GLA Collection Company, Inc.;KY;Web;Yes;No
371282;12/07/2015;Debt collection;I do not know;Delta Management Associates, Inc.;GA;Web;Yes;No
371321;12/22/2015;Debt collection;Mortgage;Wells Fargo & Company;CA;Web;Yes;No
371353;12/17/2015;Debt collection;I do not know;Navy FCU;CA;Web;Yes;No
371409;12/08/2015;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;Yes;No
371659;12/02/2015;Debt collection;I do not know;Maury Cobb, Attorney at Law, LLC;VA;Web;Yes;No
372416;12/09/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;OH;Web;Yes;No
372681;12/19/2015;Debt collection;Credit card;Continental Finance Company, LLC;TX;Web;Yes;No
372715;12/19/2015;Payday loan;Payday loan;Moneytree Inc;CO;Web;Yes;No
373191;12/31/2015;Debt collection;Medical;CAB Receivables, Inc.;VA;Web;Yes;No
373290;12/25/2015;Debt collection;Other (i.e. phone, health club, etc.);Financial Credit Network Inc;CA;Web;Yes;No
373500;12/15/2015;Debt collection;I do not know;Mountain Land Collections, Inc.;UT;Web;Yes;Yes
373730;12/15/2015;Debt collection;I do not know;Nations Recovery Center;WI;Web;Yes;No
373860;12/15/2015;Debt collection;Other (i.e. phone, health club, etc.);GVA Holdings, LLC;CA;Web;Yes;Yes
374116;12/16/2015;Debt collection;Medical;AAA Collections;SD;Web;Yes;Yes
374265;12/21/2015;Debt collection;I do not know;Allied Interstate LLC;HI;Web;Yes;No
374555;12/28/2015;Payday loan;Payday loan;Advance America, Cash Advance Centers, Inc.;OH;Web;Yes;No
374645;01/22/2016;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;MI;Web;No;Yes
374986;01/20/2016;Debt collection;Other (i.e. phone, health club, etc.);Performant Financial Corporation;NM;Web;Yes;No
374989;01/24/2016;Debt collection;I do not know;Radius Global Solutions LLC;ND;Web;Yes;No
375000;12/29/2015;Debt collection;Credit card;Army and Air Force Exchange Service;CA;Web;Yes;Yes
375101;12/29/2015;Debt collection;Credit card;SquareTwo Financial Corporation;AL;Web;Yes;No
375114;01/13/2016;Debt collection;I do not know;Diversified Adjustment Service, Inc.;KY;Web;Yes;No
375153;01/20/2016;Debt collection;I do not know;Evergreen Acquistions, LLC;FL;Web;Yes;No
375396;01/09/2016;Payday loan;Payday loan;Remit Corporation;MO;Web;Yes;No
375452;01/20/2016;Debt collection;Payday loan;Clearview Resolution Services;VA;Web;Yes;No
375531;01/10/2016;Debt collection;I do not know;A.R.M. Solutions, Inc.;FL;Web;Yes;No
375611;01/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Allied Interstate LLC;NY;Web;Yes;No
375683;01/20/2016;Debt collection;Other (i.e. phone, health club, etc.);AR Resources, Inc. (FL);PA;Web;Yes;No
376048;01/26/2016;Payday loan;Payday loan;Enova International, Inc.;MO;Web;Yes;No
376230;02/04/2016;Debt collection;I do not know;CCS Financial Services, Inc.;VA;Web;Yes;Yes
376250;01/31/2016;Payday loan;Payday loan;Harpeth Financial Services, LLC;TN;Web;Yes;No
376255;02/04/2016;Debt collection;Auto;Auto Trakk, LLC;MI;Web;Yes;No
376281;01/31/2016;Debt collection;Medical;CMRE Financial Services, Inc.;TX;Web;Yes;No
376382;02/13/2016;Debt collection;Other (i.e. phone, health club, etc.);Stellar Recovery Inc.;OH;Web;Yes;Yes
376395;02/13/2016;Debt collection;I do not know;National Credit Systems,Inc.;WA;Web;Yes;No
376431;02/09/2016;Debt collection;Mortgage;Bank of America;SC;Web;Yes;No
376460;02/14/2016;Debt collection;Other (i.e. phone, health club, etc.);Eastern Account Systems of Connecticut, Inc.;TX;Web;Yes;No
376595;02/01/2016;Debt collection;I do not know;Penn Credit Corporation;VA;Web;Yes;No
376674;02/15/2016;Debt collection;I do not know;ZENCO COLLECTION, LLC;WA;Web;Yes;No
376851;02/16/2016;Student loan;Non-federal student loan;Wells Fargo & Company;MI;Web;Yes;No
376898;02/16/2016;Debt collection;Medical;Harris & Harris, Ltd.;VA;Web;Yes;No
377130;02/21/2016;Debt collection;Credit card;Allied Interstate LLC;CT;Web;Yes;No
377201;01/22/2016;Debt collection;Other (i.e. phone, health club, etc.);Nelson Cruz & Associates LLC;MI;Web;No;No
377229;02/22/2016;Debt collection;Other (i.e. phone, health club, etc.);Orions Management Group, LLC;NY;Web;Yes;Yes
377231;01/22/2016;Debt collection;Other (i.e. phone, health club, etc.);Focus Holding Company;AZ;Web;No;No
377429;02/25/2016;Debt collection;Medical;Focus Holding Company;FL;Web;No;No
377470;02/22/2016;Debt collection;Other (i.e. phone, health club, etc.);Ray Klein, Inc.;NC;Web;Yes;No
377728;02/17/2016;Debt collection;Other (i.e. phone, health club, etc.);The Receivable Management Services Corporation;NV;Web;Yes;No
377774;02/25/2016;Debt collection;Medical;CMRE Financial Services, Inc.;OH;Web;Yes;Yes
377843;02/25/2016;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;GA;Web;Yes;No
377964;02/02/2016;Debt collection;Medical;RevMD Partners, LLC.;CA;Web;Yes;Yes
378004;02/06/2016;Debt collection;Mortgage;National Credit Systems,Inc.;MO;Web;Yes;No
378108;02/07/2016;Debt collection;Other (i.e. phone, health club, etc.);Aldous & Associates, PLLC;TX;Web;Yes;Yes
378286;02/11/2016;Debt collection;Medical;Commonwealth Financial Systems, Inc.;PA;Web;Yes;No
378345;02/26/2016;Debt collection;I do not know;Element Global Services;NC;Web;Yes;No
378544;02/23/2016;Debt collection;Credit card;SquareTwo Financial Corporation;NV;Web;Yes;Yes
378600;02/23/2016;Debt collection;I do not know;Financial Corporation of America;CO;Web;Yes;No
378940;02/08/2016;Debt collection;I do not know;Sunrise Credit Services Inc.;AS;Web;Yes;No
379100;02/03/2016;Debt collection;Mortgage;Wells Fargo & Company;OH;Web;Yes;Yes
379148;02/09/2016;Debt collection;Other (i.e. phone, health club, etc.);NRA Group, LLC;WA;Web;Yes;No
379224;02/09/2016;Debt collection;Other (i.e. phone, health club, etc.);Focus Holding Company;CA;Web;Yes;No
379338;03/03/2016;Debt collection;I do not know;Aargon Agency, Inc.;IN;Web;Yes;No
379446;03/03/2016;Debt collection;I do not know;First National Collection Bureau, Inc.;TX;Web;Yes;No
379627;02/28/2016;Debt collection;Credit card;Constantino Law Office, P.C.;UT;Web;Yes;Yes
379665;02/18/2016;Debt collection;Non-federal student loan;Lockhart, Morris & Montgomery Inc.;FL;Web;Yes;No
379741;03/03/2016;Payday loan;Payday loan;Cottonwood Financial Ltd.;TX;Web;Yes;No
379752;02/29/2016;Debt collection;I do not know;Professional Placement Services, LLC;MN;Web;Yes;No
380208;02/24/2016;Debt collection;I do not know;Debt Recovery Solutions, LLC;MD;Web;Yes;Yes
380350;03/14/2016;Debt collection;Medical;Preferred Collection and Management, Inc.;FL;Web;Yes;No
380442;03/15/2016;Debt collection;I do not know;CL Holdings, LLC;CA;Web;Yes;No
380539;03/10/2016;Debt collection;Medical;CBA of GA, Inc.;MD;Web;Yes;Yes
380546;03/15/2016;Debt collection;Medical;Mid-Michigan Collection Bureau;MI;Web;Yes;Yes
380569;03/04/2016;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;NM;Web;Yes;No
380574;03/10/2016;Debt collection;Other (i.e. phone, health club, etc.);Penn Credit Corporation;AP;Web;Yes;Yes
380665;03/04/2016;Debt collection;Other (i.e. phone, health club, etc.);Eastern Account Systems of Connecticut, Inc.;NV;Web;Yes;Yes
380669;02/25/2016;Debt collection;Other (i.e. phone, health club, etc.);Amsher Collection Services, Inc.;FL;Web;Yes;No
380759;03/23/2016;Debt collection;Other (i.e. phone, health club, etc.);Bank of America;NY;Web;Yes;Yes
380807;03/01/2016;Debt collection;Federal student loan;Texas Guaranteed;FL;Web;Yes;No
380844;03/15/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;AZ;Web;Yes;No
380848;02/25/2016;Debt collection;I do not know;First National Collection Bureau, Inc.;OK;Web;Yes;No
380881;03/15/2016;Debt collection;I do not know;Southwest Credit Systems, L.P.;MI;Web;Yes;No
381208;03/06/2016;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;TX;Web;Yes;No
381245;03/06/2016;Debt collection;Mortgage;Select Portfolio Servicing, Inc;MA;Web;Yes;No
381364;03/19/2016;Debt collection;Mortgage;Ditech Financial LLC;IN;Web;Yes;No
381398;03/19/2016;Debt collection;Credit card;Citibank;GA;Web;Yes;No
381530;03/21/2016;Debt collection;Auto;CCS Financial Services, Inc.;CA;Web;Yes;No
381556;03/02/2016;Debt collection;Other (i.e. phone, health club, etc.);Armada Corp.;WA;Web;Yes;No
381589;03/21/2016;Debt collection;Medical;Accelerated Receivables Solutions;NE;Web;Yes;Yes
381799;03/02/2016;Debt collection;Medical;Financial Corporation of America;NM;Web;Yes;No
381907;03/11/2016;Debt collection;Credit card;Citibank;CA;Web;Yes;No
381911;03/11/2016;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;Yes;No
382035;03/16/2016;Debt collection;Medical;Merchants and Medical Credit Corporation, Inc.;MI;Web;Yes;No
382039;03/07/2016;Debt collection;Credit card;Interstate Recovery Service, Inc.;MN;Web;Yes;No
382041;03/16/2016;Debt collection;I do not know;United Collection Bureau, Inc.;CA;Web;Yes;No
382077;03/16/2016;Debt collection;Medical;Renton Collections Inc.;WA;Web;No;Yes
382165;03/08/2016;Debt collection;Medical;Retrieval-Masters Creditors Bureau, Inc.;FL;Web;Yes;Yes
382180;03/21/2016;Debt collection;Other (i.e. phone, health club, etc.);BYL Collection Services;NH;Web;Yes;No
382212;03/16/2016;Debt collection;Credit card;Capital Management Services, LP;FL;Web;Yes;No
382286;03/08/2016;Debt collection;Medical;CMRE Financial Services, Inc.;TX;Web;Yes;No
382331;03/16/2016;Debt collection;Medical;I.C. System, Inc.;TX;Web;Yes;No
382359;03/25/2016;Debt collection;I do not know;Nelson Cruz & Associates LLC;WA;Web;No;No
382402;03/11/2016;Debt collection;Medical;Professional Recovery Consultants, Inc.;NC;Web;Yes;Yes
382427;03/21/2016;Debt collection;I do not know;Ally Financial Inc.;TX;Web;Yes;No
382614;03/25/2016;Debt collection;Other (i.e. phone, health club, etc.);Atlantic Credit & Finance, Inc.;GA;Web;Yes;No
382870;03/31/2016;Debt collection;Credit card;Citibank;PA;Web;Yes;No
382902;02/03/2017;Debt collection;Other (i.e. phone, health club, etc.);TransUnion Intermediate Holdings, Inc.;CA;Web;Yes;Yes
382997;03/12/2016;Debt collection;Credit card;Bank of America;FL;Web;Yes;Yes
383053;03/13/2016;Debt collection;Medical;Financial Business and Consumer Solutions.;OR;Web;Yes;No
383054;03/13/2016;Debt collection;Other (i.e. phone, health club, etc.);CCS Financial Services, Inc.;CA;Web;Yes;Yes
383108;03/13/2016;Debt collection;Credit card;Capital Management Services, LP;FL;Web;Yes;No
383197;03/28/2016;Debt collection;Mortgage;Bank of America;SC;Web;Yes;No
383232;03/17/2016;Debt collection;I do not know;American Credit Adjusters;CT;Web;Yes;No
383437;03/28/2016;Debt collection;I do not know;Select Portfolio Servicing, Inc;NY;Web;Yes;Yes
383453;03/28/2016;Debt collection;Medical;Aargon Agency, Inc.;VA;Web;No;No
383678;03/29/2016;Debt collection;Medical;Financial Corporation of America;NV;Web;Yes;No
383687;04/01/2016;Debt collection;I do not know;FAIR COLLECTIONS & OUTSOURCING, INC.;NV;Web;Yes;No
383741;03/18/2016;Debt collection;Other (i.e. phone, health club, etc.);FAIR COLLECTIONS & OUTSOURCING, INC.;GA;Web;Yes;No
383752;03/18/2016;Debt collection;I do not know;I.C. System, Inc.;CA;Web;Yes;No
383803;12/09/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;OH;Web;Yes;No
383987;04/01/2016;Debt collection;Other (i.e. phone, health club, etc.);Association Financial Services, LLC;FL;Web;Yes;No
384092;04/06/2016;Debt collection;I do not know;United Consumers Inc;VA;Web;Yes;No
384178;04/12/2016;Debt collection;Auto;Autovest, L.L.C.;WA;Web;Yes;No
384209;12/26/2016;Debt collection;Medical;HCFS Health Care Financial Services, Inc.;OH;Web;Yes;No
384246;03/29/2016;Debt collection;Medical;First Federal Credit Control;FL;Web;Yes;Yes
384257;03/29/2016;Debt collection;Medical;United Collection Service, Inc (FL);FL;Web;Yes;Yes
384285;04/07/2016;Debt collection;Other (i.e. phone, health club, etc.);Prince Parker & Associates;TN;Web;Yes;No
384499;12/13/2016;Debt collection;Credit card;Wells Fargo & Company;FL;Web;Yes;No
